weigh,total,courier,consignnote
42.00,40.0700,1,SPT24019773
11.00,17.2800,1,SPT24019774
37.00,35.3000,1,SPT24019775
19.00,18.1300,1,SPT24019776
26.00,24.8000,1,SPT24019777
3.00,7.9500,1,SPT24019778
9.70,16.1100,1,SPT24019779
27.10,37.1000,1,SPT24019780
5.52,11.4500,1,SPT24019781
0.80,7.7400,5,MYCQY00008712
26.32,40.8100,8,300063619251
2.30,7.9500,1,SPT24019784
44.00,41.9800,1,SPT24019785
1.76,6.7800,1,SPT24019786
35.00,33.3900,1,SPT24019787
0.75,6.8900,1,SPT24019788
0.54,6.7800,1,SPT24019789
1.22,6.7800,5,MYCQY00008713
3.00,7.9500,1,SPT24019791
0.35,6.7800,1,SPT24019792
1.33,6.7800,1,SPT24019793
36.91,46.1100,1,SPT24019794
2.83,7.9500,5,MYCQY00008714
3.25,9.1200,1,SPT24019797
4.32,10.2800,5,MYCQY00008715
0.05,6.7800,1,SPT24019799
26.00,39.5400,1,SPT24019800
2.00,6.8900,1,SPT24019801
237.30,222.5000,1,SPT24019802
98.00,72.7200,1,SPT24019803
23.30,32.4400,1,SPT24019804
60.00,44.5200,1,SPT24019805
11.44,18.4400,1,SPT24019806
10.90,23.9000,1,SPT24019807
0.37,6.8900,1,SPT24019808
3.08,9.1200,1,SPT24019809
19.67,29.7900,5,MYCQY00008716
18.00,17.1700,1,SPT24019811
34.00,32.4400,1,SPT24019812
2.38,5.3000,1,SPT24019813
2.00,5.3000,1,SPT24019814
2.86,8.1600,1,SPT24019815
2.40,8.1600,1,SPT24019816
0.40,6.7800,1,SPT24019817
1.00,6.7800,1,SPT24019818
143.60,143.5200,1,SPT24019819
20.00,19.0800,1,SPT24019820
4.80,10.2800,1,SPT24019821
36.00,26.7100,1,SPT24019822
33.60,43.2500,1,SPT24019823
43.60,52.7900,1,SPT24019824
4.53,10.7100,5,MYCQY00008717
2.00,5.3000,1,SPT24019832
6.80,12.6100,1,SPT24019835
214.00,202.2800,5,MYCQY00008720
5.70,11.9800,1,SPT24019840
0.50,6.7800,1,SPT24019841
31.80,41.3400,1,SPT24019842
19.40,27.7700,1,SPT24019843
34.40,44.2000,1,SPT24019844
179.10,133.5600,1,SPT24019845
1.00,6.7800,1,SPT24019847
5.00,16.1100,1,SPT24019848
10.50,19.6100,1,SPT24019849
1.00,12.1900,1,SPT24019850
120.73,54.4800,1,SPT24019851
56.08,27.3500,1,SPT24019852
128.96,57.8800,1,SPT24019853
3.00,13.2500,1,IPH24000068
13.72,15.7900,1,SPT24019858
5.64,11.9800,5,MYCQY00008724
1.00,6.8900,1,SPT24019863
19.00,10.7300,1,SPT24019864
1.00,6.8900,1,SPT24019865
2.00,6.8900,1,SPT24019866
1.00,6.8900,5,MYCQY00008725
5.00,14.8400,1,JHB24001037
16.64,33.9200,1,JHB24001038
2.00,5.3000,1,SPT24019872
2.00,5.3000,1,SPT24019873
2.00,5.3000,1,SPT24019874
2.00,5.3000,1,SPT24019875
2.00,5.3000,1,SPT24019876
2.00,5.3000,1,SPT24019877
2.00,5.3000,1,SPT24019878
2.00,5.3000,1,SPT24019879
48.40,57.5600,5,MYCQY00008726
8.00,15.7900,1,JHB24001040
0.45,6.7800,1,SPT24019880
107.00,102.0800,1,SPT24019882
9.34,24.9100,1,SBG24003754
76.00,72.5000,1,SPT24019883
14.00,13.3600,1,SPT24019884
36.00,34.3400,1,SPT24019885
44.00,41.9800,1,SPT24019886
19.00,18.1300,1,SPT24019887
66.00,73.7800,1,SPT24019888
154.34,177.8700,1,SBG24003755
202.00,192.1700,1,SPT24019889
18.00,10.1700,1,SPT24019890
1.00,6.7800,1,SPT24019891
11.36,10.8100,1,AOR24001339
107.91,80.1400,1,SPT24019892
32.00,46.1100,1,SPT24019893
47.00,39.8600,1,SPT24019894
32.80,42.2900,1,SPT24019895
45.00,33.3900,1,SPT24019896
44.00,52.7900,1,SPT24019897
1.30,6.3600,1,AOR24001340
1.00,6.8900,5,MYCQY00008727
5.14,6.3600,1,AOR24001341
26.26,21.9400,1,AOR24001342
8.00,8.4800,1,SPT24019899
79.50,87.1300,1,SPT24019900
74.60,71.5500,9,66662281941000
4.00,9.1200,1,SPT24019902
7.00,20.1400,1,JHB24001041
4.00,15.3700,1,JHB24001042
12.00,28.0900,1,JHB24001043
2.00,6.7800,1,SPT24019904
4.84,6.3600,1,AOR24001343
28.00,37.1000,1,SPT24019905
43.00,41.0200,1,SPT24019908
3.68,6.3600,1,AOR24001344
97.60,114.5900,1,SPT24019910
8.17,126.5200,3,XEN00001559
27.90,37.1000,1,SPT24019912
16.46,24.2700,5,MYCQY00008728
0.50,12.0800,1,SBG24003759
0.97,6.7800,1,SPT24019916
34.00,43.2500,1,SPT24019917
1.60,6.7800,5,MYCQY00008731
4.58,10.2800,1,SPT24019920
107.00,112.1500,1,SPT24019921
8.98,14.9500,5,MYCQY00008732
8.78,14.9500,5,MYCQY00008733
16.53,24.2700,1,SPT24019924
375.10,338.8000,1,SPT24019925
10.96,17.2800,1,SPT24019926
1.00,6.8900,5,MYCQY00008734
1.00,6.8900,1,SPT24019928
1.78,6.8900,1,SPT24019929
1.00,6.8900,5,MYCQY00008735
0.80,6.7800,1,SPT24019931
16.20,24.2700,1,SPT24019932
27.50,37.1000,1,SPT24019933
95.10,102.4000,1,SPT24019934
3.70,9.1200,1,SPT24019935
44.00,41.9800,1,SPT24019936
20.00,40.3900,1,JHB24001044
28.00,26.7100,1,SPT24019937
5.00,10.2800,1,SPT24019938
160.00,167.5900,8,300062985070
57.00,42.2900,1,SPT24019940
3.57,9.1200,1,SPT24019942
38.00,47.0600,1,SPT24019943
7.49,13.7800,1,SPT24019944
0.88,6.7800,1,SPT24019945
162.90,120.9500,1,SPT24019946
0.43,6.7800,1,SPT24019947
1.86,6.7800,1,SPT24019948
1.00,6.8900,1,SPT24019949
4.00,9.4300,1,SPT24019950
1.00,6.8900,5,MYCQY00008736
1.00,6.8900,1,SPT24019952
123.84,92.0100,1,SPT24019953
9.36,16.1100,5,MYCQY00008737
6.56,12.6100,5,MYCQY00008738
6.32,12.6100,5,MYCQY00008739
378.93,281.2200,1,SPT24019957
5.00,10.7100,1,SPT24019959
6.00,11.9800,1,SPT24019960
5.00,10.7100,1,SPT24019961
11.00,18.3400,1,SPT24019962
18.00,27.2400,1,SPT24019963
3.00,8.1600,1,SPT24019964
4.00,9.4300,1,SPT24019965
7.30,14.5200,1,SPT24019966
4.00,9.4300,2,8005001910
8.50,15.7900,1,SPT24019968
5.00,14.8400,1,SPT24019969
3.00,11.6600,1,SPT24019970
3.00,11.6600,1,SPT24019971
6.00,11.9800,1,SPT24019972
4.00,9.4300,5,MYCQY00008740
3.00,8.1600,1,SPT24019974
8.00,14.5200,1,SPT24019975
3.12,9.4300,1,SPT24019976
5.00,10.7100,1,SPT24019977
3.00,8.1600,1,SPT24019978
3.00,8.1600,1,SPT24019979
12.00,19.6100,5,MYCQY00008741
6.00,11.9800,1,SPT24019981
7.00,13.2500,5,MYCQY00008742
5.00,10.7100,1,SPT24019983
3.00,11.6600,1,SPT24019984
3.00,11.6600,1,SPT24019985
4.00,9.4300,1,SPT24019986
3.00,8.1600,1,SPT24019987
3.00,8.1600,1,SPT24019988
2.00,6.8900,1,SPT24019989
9.00,15.7900,5,MYCQY00008743
5.51,16.4300,1,SPT24019991
3.00,8.1600,5,MYCQY00008744
4.00,9.4300,1,SPT24019993
5.00,10.7100,5,MYCQY00008745
3.00,8.1600,5,MYCQY00008746
2.00,6.8900,1,SPT24019996
13.00,20.8800,1,SPT24019997
2.00,8.1600,1,JHB24001045
3.00,5.3000,1,SPT24019998
2.00,5.3000,1,SPT24019999
2.00,5.3000,5,MYCQY00008747
1.00,6.1000,1,SPT24020002
6.32,12.6100,1,SPT24020003
2.00,6.7800,1,SPT24020004
8.48,14.9500,1,SPT24020005
2.19,43.6000,3,XEN00001560
406.35,301.9900,1,SPT24020007
14.70,209.4300,3,XEN00001561
72.56,54.1700,1,SPT24020009
2.00,6.7800,1,SPT24020010
3.25,9.1200,5,MYCQY00008748
15.40,24.7000,1,SPT24020012
43.38,52.7900,1,SPT24020013
33.00,31.4800,1,SPT24020014
41.00,39.1100,1,SPT24020015
60.00,74.3100,8,300063094695
2.60,7.9500,1,SPT24020017
45.60,54.7000,1,SPT24020018
419.84,311.6400,1,SPT24020019
300.00,286.3100,1,SPT24020020
0.08,6.8900,1,SPT24020021
5.00,10.2800,1,SPT24020022
11.04,17.2800,5,MYCQY00008749
115.00,109.7100,1,SPT24020024
39.00,37.2100,1,SPT24020025
37.00,35.3000,1,SPT24020026
47.00,44.8400,1,SPT24020027
80.00,76.3200,1,SPT24020028
49.00,41.5500,1,SPT24020029
3.20,11.5500,5,MYCQY00008750
4.30,12.8300,1,SPT24020031
215.30,203.9700,1,SPT24020032
148.00,141.1900,1,SPT24020033
173.00,165.0400,1,SPT24020034
83.00,79.1800,1,SPT24020035
2.00,6.7800,1,SPT24020036
3.00,5.3000,1,SPT24020037
2.00,5.3000,1,SPT24020038
60.00,68.0500,1,SPT24020040
25.77,34.7700,5,MYCQY00008751
9.50,17.0700,1,SPT24020042
12.50,19.6100,1,SPT24020043
123.20,126.4400,1,SPT24020044
14.20,21.9400,1,SPT24020045
10.00,20.4600,1,JHB24001046
465.00,413.8000,1,SPT24020046
732.00,638.8000,1,SPT24020047
2.50,7.9500,1,SPT24020048
16.00,23.1100,1,SPT24020049
13.74,22.1500,1,JHB24001047
224.00,210.7100,1,SPT24020050
1.08,10.2800,5,MYCQY00008752
186.00,178.6800,1,SPT24020052
4.60,10.2800,5,MYCQY00008753
58.44,73.2500,1,KLT24000087
1.00,7.7400,1,JHB24001048
159.00,128.5800,9,66662299826000
17.42,29.3600,1,SBG24003789
1.00,12.1900,1,KUA24000021
1.00,12.1900,1,KUA24000022
16.00,32.3300,1,JHB24001049
20.00,38.6900,1,JHB24001050
16.00,32.3300,1,JHB24001051
10.00,22.7900,1,JHB24001052
4.80,6.3600,1,AOR24001345
2.00,5.3000,1,SPT24020062
2.00,5.3000,1,SPT24020063
2.70,5.3000,1,SPT24020064
2.00,5.3000,1,SPT24020065
2.00,5.3000,1,SPT24020066
2.00,5.3000,1,SPT24020067
2.00,5.3000,1,SPT24020068
2.00,5.3000,1,SPT24020069
2.00,5.3000,1,SPT24020070
4.35,6.3600,1,AOR24001346
28.52,42.5100,1,SPT24020071
28.00,26.7100,1,SPT24020072
1.60,6.3600,1,AOR24001347
5.00,9.5400,1,SPT24020073
13.00,8.4800,1,SPT24020074
18.00,10.1700,1,SPT24020075
8.00,7.8400,1,AOR24001348
18.00,10.1700,1,SPT24020076
3.50,6.3600,1,AOR24001349
119.00,113.5300,1,SPT24020077
57.60,66.1400,1,SPT24020078
10.00,8.4800,1,SPT24020079
10.00,8.4800,1,SPT24020082
18.00,10.1700,1,SPT24020083
300.80,275.6000,1,SPT24020084
4.42,6.3600,1,AOR24001350
36.00,34.3400,1,SPT24020087
18.00,17.1700,1,SPT24020088
13.00,12.4000,1,SPT24020089
1.64,6.8900,1,JHB24001054
1.20,6.3600,1,AOR24001351
1.80,6.3600,1,AOR24001352
0.07,12.0800,1,SBG24003792
3.50,9.1200,1,SPT24020092
72.60,80.4500,1,SPT24020093
2.00,6.8900,1,SPT24020094
2.00,6.8900,1,SPT24020095
2.15,6.3600,1,AOR24001353
19.50,22.7900,1,SPT24020096
1.00,6.8900,1,JHB24001055
131.36,125.9300,8,300062741757
32.31,45.6900,1,SPT24020097
9.05,17.0700,5,MYCQY00008755
55.00,52.4700,1,SPT24020098
21.00,20.0300,1,SPT24020099
35.00,33.3900,1,SPT24020100
0.70,6.7800,1,SPT24020101
15.00,14.3100,1,SPT24020102
130.00,124.0200,1,SPT24020103
23.00,21.9400,1,SPT24020104
21.00,20.0300,1,SPT24020105
7.00,9.5400,1,SPT24020106
9.00,9.5400,1,SPT24020107
182.00,173.6300,1,SPT24020108
145.20,144.9800,1,SPT24020112
10.44,17.2800,1,SPT24020113
16.20,24.2700,1,SPT24020114
22.08,31.2700,1,SPT24020116
4.34,10.2800,1,SPT24020117
4.80,10.2800,1,SPT24020118
3.29,9.1200,1,SPT24020119
50.00,67.1000,1,SPT24020120
0.64,15.9500,2,8005001914
9.80,16.1100,1,SPT24020122
135.00,135.7100,1,SPT24020123
3.25,9.1200,5,MYCQY00008758
1.39,6.7800,1,SPT24020125
32.00,41.3400,1,SPT24020126
0.88,6.7800,1,SPT24020127
0.57,6.7800,1,SPT24020128
14.03,20.7800,1,SPT24020129
5.87,11.4500,1,SPT24020130
6.98,12.6100,5,MYCQY00008759
13.90,20.7800,5,MYCQY00008760
2.10,7.9500,1,SPT24020133
28.40,38.2700,1,SPT24020135
2.64,7.9500,1,SPT24020136
346.15,150.3100,1,SPT24020137
258.86,113.0000,1,SPT24020138
19.40,22.7900,5,MYCQY00008761
2.38,8.1600,1,SPT24020140
1.56,29.7800,3,XEN00001562
1.00,6.8900,5,MYCQY00008762
4.00,9.4300,1,SPT24020143
1.00,6.8900,1,SPT24020144
1.00,6.8900,1,SPT24020145
1.14,6.8900,1,SPT24020146
16.98,24.2700,5,MYCQY00008763
30.00,25.4400,1,SPT24020148
14.40,21.9400,5,MYCQY00008764
7.40,13.7800,5,MYCQY00008765
23.92,36.1500,1,SPT24020151
170.00,136.7400,8,300064003962
1.00,6.8900,1,SPT24020154
53.00,50.5600,1,SPT24020155
125.00,127.4100,1,SPT24020158
0.90,6.7800,1,SPT24020159
0.90,6.7800,1,SPT24020160
3.84,10.7100,1,SPT24020161
4.00,9.5400,1,SPT24020162
2.00,5.3000,1,SPT24020163
2.00,5.3000,1,SPT24020164
2.00,5.3000,1,SPT24020165
2.00,5.3000,1,SPT24020166
1.33,6.8900,1,SPT24020167
25.80,34.7700,1,SPT24020168
16.85,25.9700,1,SPT24020169
6.76,13.2500,1,SPT24020170
298.00,273.0700,1,SPT24020171
0.75,6.8900,1,SPT24020172
499.81,215.1800,1,SPT24020173
35.00,44.2000,1,SPT24020174
1.06,6.8900,1,SPT24020175
6.30,13.2500,5,MYCQY00008767
19.40,27.7700,1,SPT24020179
19.40,27.7700,1,SPT24020180
19.40,27.7700,1,SPT24020181
9.70,16.1100,1,SPT24020182
51.00,48.6500,1,SPT24020183
67.00,63.9200,1,SPT24020184
9.50,17.0700,1,SPT24020185
13.50,20.7800,1,SPT24020186
1.10,6.7800,1,SPT24020187
9.40,16.1100,1,SPT24020188
136.80,137.4000,1,SPT24020190
108.90,113.8000,1,SPT24020192
0.50,12.0800,1,SBG24003801
61.29,76.4300,1,SPT24020195
16.60,24.2700,5,MYCQY00008768
2.00,6.8900,1,SPT24020197
7.00,13.2500,1,SPT24020198
7.00,13.2500,1,SPT24020199
9.00,15.7900,5,MYCQY00008769
3.00,8.1600,1,SPT24020201
7.00,13.2500,1,SPT24020202
3.00,8.1600,5,MYCQY00008770
4.00,9.4300,1,SPT24020204
3.00,8.1600,1,SPT24020205
2.00,6.8900,1,SPT24020206
4.00,9.4300,1,SPT24020207
6.00,11.9800,1,SPT24020208
9.00,15.7900,5,MYCQY00008771
5.00,10.7100,1,SPT24020210
3.00,8.1600,1,SPT24020211
3.00,8.1600,1,SPT24020212
3.00,8.1600,1,SPT24020213
3.00,11.6600,1,SPT24020214
3.00,8.1600,5,MYCQY00008772
3.00,8.1600,1,SPT24020216
3.00,8.1600,1,SPT24020217
3.00,11.6600,1,SPT24020218
5.00,10.7100,5,MYCQY00008773
2.00,6.8900,1,SPT24020220
1.00,6.8900,5,MYCQY00008774
2.00,6.8900,1,SPT24020222
4.00,9.4300,1,SPT24020223
10.00,17.0700,1,SPT24020224
3.00,8.1600,1,SPT24020225
4.00,9.4300,1,SPT24020226
2.00,6.8900,1,SPT24020227
2.00,6.8900,1,SPT24020228
5.00,10.7100,1,SPT24020229
18.70,37.1000,1,SPT24020230
101.00,85.5400,1,SPT24020232
6.40,12.6100,1,SPT24020234
0.50,6.7800,1,SPT24020235
18.60,26.6100,1,SPT24020236
3.00,9.5400,1,SPT24020237
22.40,31.2700,1,SPT24020238
5.00,10.7100,1,SPT24020239
60.00,68.0500,1,SPT24020240
4.00,9.1200,1,SPT24020241
3.29,9.1200,1,SPT24020242
4.00,14.4200,1,IPH24000070
11.00,9.3300,1,SPT24020243
2.75,7.9500,5,MYCQY00008775
11.00,9.3300,1,SPT24020245
19.00,16.1100,1,SPT24020246
5.00,16.9600,1,SPT24020248
10.00,8.4800,1,SPT24020249
2.50,9.4300,1,SPT24020250
37.00,31.3800,1,SPT24020251
15.36,32.3300,1,JHB24001056
0.43,6.7800,5,MYCQY00008776
8.36,14.9500,5,MYCQY00008777
1.00,5.3000,1,SPT24020254
8.87,14.9500,5,MYCQY00008778
1.37,6.7800,1,SPT24020256
1.10,6.7800,1,SPT24020257
1.87,6.7800,1,SPT24020258
2.26,5.3000,1,SPT24020259
2.26,5.3000,1,SPT24020260
2.00,5.3000,1,SPT24020261
2.00,5.3000,5,MYCQY00008779
2.20,5.3000,1,SPT24020263
45.00,42.9300,1,SPT24020264
6.00,6.4700,1,SPT24020265
17.00,27.2400,1,JHB24001057
19.00,18.1300,1,SPT24020266
15.00,14.3100,1,SPT24020268
47.00,44.8400,1,SPT24020269
12.00,11.4500,1,SPT24020271
62.00,52.5800,1,SPT24020272
25.00,21.2000,1,SPT24020273
1.85,6.3600,1,AOR24001355
1.00,6.8900,1,SPT24020274
611.10,583.8500,1,SPT24020275
2.46,12.9300,1,SPT24020276
1.00,6.3600,1,AOR24001356
42.00,40.0700,1,SPT24020278
22.50,31.2700,5,MYCQY00008780
7.05,7.8400,1,AOR24001358
108.00,113.0000,1,SPT24020281
83.80,64.2400,1,AOR24001359
0.95,6.3600,1,AOR24001360
3.30,6.3600,1,AOR24001361
4.35,6.3600,1,AOR24001362
17.50,17.1700,5,MYCQY00008781
19.60,19.0800,5,MYCQY00008782
109.00,91.4800,1,SPT24020284
23.20,22.9000,8,300063985177
36.00,34.3400,1,SPT24020286
35.00,33.3900,1,SPT24020287
28.00,26.7100,1,SPT24020288
10.40,17.2800,1,SPT24020303
54.00,51.5200,1,SPT24020291
30.00,28.6200,1,SPT24020292
30.40,43.5700,1,SPT24020293
2.22,8.1600,1,SPT24020294
44.00,52.7900,1,SPT24020295
54.00,40.0700,1,SPT24020296
50.00,37.1000,1,SPT24020297
43.00,36.4600,1,SPT24020298
79.44,102.0800,1,SPT24020299
130.00,96.4600,1,SPT24020300
46.00,54.7000,1,SPT24020301
24.00,17.8100,1,SPT24020302
28.65,23.4300,1,AOR24001364
6.00,6.3600,1,AOR24001365
10.50,19.6100,1,JHB24001058
143.00,116.7100,1,SPT24020304
13.75,22.1500,1,SPT24020306
56.00,74.0900,1,SPT24020307
1.80,6.3600,1,AOR24001366
2.64,11.5500,1,SBG24003815
3.00,8.1600,1,SPT24020308
2.58,7.9500,1,SPT24020309
3.00,8.1600,1,SPT24020310
3.00,8.1600,5,MYCQY00008783
2.00,6.8900,1,SPT24020311
3.00,8.1600,1,SPT24020312
15.43,23.1100,1,SPT24020313
9.00,15.7900,1,SPT24020314
5.99,11.4500,1,SPT24020315
117.00,97.4100,1,SPT24020316
3.00,8.1600,1,SPT24020317
4.00,9.4300,1,SPT24020318
2.00,6.8900,1,SPT24020319
2.16,8.1600,1,SPT24020320
1.00,6.8900,1,SPT24020321
6.80,12.6100,5,MYCQY00008784
0.61,6.7800,1,SPT24020323
130.00,107.0600,1,SPT24020324
0.40,6.7800,1,SPT24020325
17.10,27.2400,1,SPT24020326
10.00,9.5400,1,SPT24020327
12.95,20.8800,5,MYCQY00008785
48.00,45.7900,1,SPT24020329
22.00,20.9900,1,SPT24020330
155.00,147.8700,1,SPT24020331
2.00,5.3000,1,SPT24020332
2.00,5.3000,1,SPT24020333
7.20,14.5200,5,MYCQY00008786
1.34,6.7800,1,SPT24020335
49.10,57.7700,1,SPT24020337
11.80,13.4600,1,SPT24020338
10.80,12.3000,1,SPT24020339
10.10,12.3000,1,SPT24020340
19.40,22.7900,1,SPT24020341
10.80,12.3000,1,SPT24020342
0.20,6.8900,1,SPT24020343
75.00,90.2100,8,300063313304
14.86,21.9400,1,SPT24020345
2.72,9.4300,5,MYCQY00008787
2.07,7.9500,1,SPT24020347
488.00,433.1800,1,SPT24020348
52.10,66.8900,1,SPT24020346
160.02,182.6400,1,SPT24020349
48.00,45.7900,1,SPT24020350
5.48,18.5500,1,SPT24020351
3.32,15.3700,1,SPT24020352
1.00,9.0100,1,SPT24020328
44.60,53.7400,1,SPT24020334
2.00,12.1900,1,SBG24003823
73.19,89.1500,8,300062854851
68.90,76.6400,1,SPT24020344
4.85,10.7100,1,SPT24020353
3.00,7.9500,1,SPT24020354
235.20,220.8200,1,SPT24020355
5.00,10.2800,1,SPT24020356
99.00,105.2600,1,SPT24020357
39.00,37.2100,1,SPT24020358
18.00,17.1700,1,SPT24020359
4.00,9.1200,1,SPT24020360
1.96,10.2800,1,SPT24020361
1.90,10.2800,5,MYCQY00008789
1.96,10.2800,5,MYCQY00008790
3.26,16.6400,1,SPT24020362
3.86,16.6400,1,SPT24020363
3.50,16.6400,1,SPT24020364
4.00,15.3700,1,SPT24020365
3.60,16.6400,1,SPT24020366
3.81,16.6400,1,SPT24020367
2.00,12.1900,1,SPT24020368
2.44,11.5500,5,MYCQY00008791
8.00,13.7800,1,SPT24020369
3.18,12.8300,5,MYCQY00008792
217.00,171.6100,1,SPT24020370
7.00,14.5200,1,SPT24020371
104.00,87.7700,8,300063736462
2.00,9.0100,1,SPT24020373
2.00,6.8900,1,SPT24020376
4.00,9.4300,1,SPT24020377
4.00,9.4300,1,SPT24020378
4.00,13.2500,1,JHB24001060
5.97,11.4500,1,SPT24020379
0.35,6.7800,1,SPT24020380
1.50,6.7800,1,SPT24020381
1.49,6.7800,1,SPT24020382
3.22,9.1200,1,SPT24020383
42.46,51.8300,5,MYCQY00008793
2.00,6.7800,1,SPT24020384
3.88,9.1200,1,SPT24020385
3.29,9.1200,1,SPT24020386
2.26,5.3000,1,SPT24020388
2.00,5.3000,1,SPT24020389
2.00,5.3000,1,SPT24020390
2.00,5.3000,1,SPT24020391
2.00,5.3000,1,SPT24020392
2.00,5.3000,5,MYCQY00008794
2.00,5.3000,1,SPT24020393
9.90,9.3300,1,AOR24001367
2.75,6.3600,1,AOR24001368
7.10,7.8400,1,AOR24001369
251.00,196.8400,1,SPT24020395
1.58,9.0100,1,SPT24020396
3.18,11.5500,1,SPT24020397
1.70,29.7800,3,XEN00001563
1.70,29.7800,3,XEN00001564
1.00,9.5400,1,SPT24020398
23.00,21.9400,1,SPT24020399
3.17,9.1200,1,SPT24020400
2.00,13.4600,1,SPT24020401
2.00,13.4600,1,SPT24020402
2.00,13.4600,1,SPT24020403
2.00,13.4600,1,SPT24020404
3.75,6.3600,1,AOR24001370
18.00,10.1700,1,SPT24020405
86.00,82.0400,1,SPT24020406
9.00,9.5400,1,SPT24020407
8.00,9.5400,1,SPT24020408
47.00,44.8400,1,SPT24020409
2.75,6.3600,1,AOR24001371
336.00,305.0900,1,SPT24020410
1.83,6.7800,1,SPT24020411
4.38,10.2800,1,SPT24020412
104.40,110.4300,1,SPT24020413
14.00,13.3600,1,SPT24020414
4.63,10.2800,1,SPT24020415
1.44,6.7800,1,SPT24020416
80.00,95.5100,1,SPT24020417
1.65,6.7800,1,SPT24020418
4.20,6.3600,1,AOR24001372
1.55,6.3600,1,AOR24001373
8.30,14.9500,1,SPT24020419
300.80,275.6000,1,SPT24020420
3.90,12.8300,1,SPT24020421
7.00,16.6400,1,SPT24020422
23.50,19.7200,1,AOR24001374
4.52,71.2300,3,XEN00001565
3.38,57.4200,3,XEN00001566
14.00,13.3600,1,SPT24020423
45.00,42.9300,1,SPT24020424
3.66,9.4300,1,SPT24020425
32.80,42.2900,1,SPT24020426
16.40,24.2700,1,SPT24020427
70.70,78.5500,1,SPT24020428
456.00,406.2100,1,SPT24020429
4.74,10.2800,1,SPT24020430
1.50,6.7800,5,MYCQY00008795
1.88,6.7800,1,SPT24020431
6.00,11.4500,1,SPT24020432
3.23,9.1200,1,SPT24020433
2.59,7.9500,1,SPT24020434
12.00,18.4400,1,SPT24020435
4.52,71.2300,3,XEN00001567
2.00,6.7800,1,SPT24020437
5.65,11.4500,1,SPT24020438
0.75,6.8900,1,SPT24020439
0.25,6.8900,1,SPT24020440
59.50,78.7600,1,SPT24020441
5.11,17.7000,1,SPT24020443
1.12,11.3400,1,SPT24020444
17.00,14.4200,1,SPT24020445
17.00,14.4200,1,SPT24020446
35.00,33.3900,1,SPT24020447
72.00,68.6900,1,SPT24020448
98.60,105.2600,1,SPT24020449
0.50,6.7800,1,SPT24020450
2.24,43.6000,3,XEN00001568
3.46,5.3000,1,SPT24020451
2.00,5.3000,1,SPT24020452
8.50,9.9600,1,SPT24020453
9.50,11.1300,1,SPT24020454
9.80,11.1300,1,SPT24020455
20.40,23.9600,1,SPT24020456
10.50,12.3000,1,SPT24020457
4.00,10.7100,1,JHB24001064
80.40,96.5700,1,SPT24020458
10.60,12.3000,1,SPT24020459
10.20,17.2800,1,SPT24020460
32.80,42.2900,1,SPT24020461
34.30,33.3900,8,300063975656
140.00,103.8800,1,SPT24020467
9.92,26.1800,1,SPT24020468
5.00,10.7100,1,SPT24020469
2.00,6.8900,1,SPT24020471
2.07,7.9500,1,SPT24020472
63.79,78.5500,1,SPT24020473
0.84,6.7800,1,SPT24020474
8.00,14.5200,1,SPT24020475
228.00,214.0800,1,SPT24020476
2.97,7.9500,1,SPT24020477
2.06,7.9500,1,SPT24020478
2.00,6.8900,1,SPT24020479
4.00,9.4300,1,SPT24020480
35.00,47.8100,1,SPT24020481
50.80,59.4700,1,SPT24020482
3.00,8.1600,1,SPT24020483
11.00,9.3300,1,SPT24020484
3.00,8.1600,5,MYCQY00008796
1.00,6.8900,1,SPT24020485
151.32,112.7800,1,SPT24020486
12.00,10.1800,1,SPT24020488
1.00,7.7400,1,SPT24020489
0.01,6.8900,5,MYCQY00008797
16.00,23.1100,1,SPT24020490
47.58,61.5900,1,SPT24020491
10.00,16.1100,1,SPT24020492
100.00,116.7100,1,SPT24020493
16.00,23.1100,1,SPT24020495
9.84,18.3400,1,SPT24020497
26.00,34.7700,1,SPT24020498
27.00,22.9000,1,SPT24020501
37.00,31.3800,1,SPT24020502
78.00,106.9500,1,SPT24020503
13.80,15.7900,1,SPT24020506
0.30,6.7800,1,SPT24020508
9.60,22.7900,1,JHB24001065
9.60,22.7900,1,JHB24001066
12.19,19.6100,5,MYCQY00008798
1.21,6.7800,5,MYCQY00008799
13.38,20.7800,1,SPT24020509
2.97,7.9500,1,SPT24020510
17.99,25.4400,5,MYCQY00008800
36.80,46.1100,1,SPT24020512
101.00,96.3500,1,SPT24020513
20.60,28.9400,1,SPT24020514
0.05,6.7800,1,SPT24020516
3.02,5.3000,5,MYCQY00008801
2.00,5.3000,1,SPT24020517
15.00,14.3100,1,SPT24020518
8.95,8.5900,1,AOR24001375
1.85,6.3600,1,AOR24001376
0.70,6.3600,1,AOR24001377
39.00,37.2100,1,SPT24020519
41.00,39.1100,1,SPT24020520
43.00,41.0200,1,SPT24020521
7.45,13.7800,1,SPT24020522
70.40,78.5500,1,SPT24020524
120.75,91.6900,1,AOR24001379
349.80,333.9000,8,300063053378
18.00,10.1700,1,SPT24020525
15.38,24.7000,5,MYCQY00008802
2.00,9.5400,1,SPT24020526
8.00,9.5400,1,SPT24020527
0.05,6.7800,1,SPT24020528
11.35,19.6100,1,SPT24020529
150.40,149.2000,1,SPT24020530
1.66,6.8900,1,SPT24020531
0.10,6.8900,1,SPT24020533
0.10,6.8900,1,SPT24020534
