consignnote,courier,state,weigh,total,datepickup
MYCQY00008433,5,KELANTAN,1.15,6.7800,"2024-08-20 00:00:00"
MYCQY00008434,5,TERENGGANU,7.10,13.7800,"2024-08-20 00:00:00"
MYCQY00008435,5,PAHANG,13.42,20.7800,"2024-08-20 00:00:00"
SPT24017703,1,JOHOR,2.03,6.7800,"2024-08-20 00:00:00"
MYCQY00008436,5,SELANGOR,59.35,68.0500,"2024-08-20 00:00:00"
SPT24017706,1,TERENGGANU,1.33,6.7800,"2024-08-20 00:00:00"
MYCQY00008437,5,PERAK,25.80,34.7700,"2024-08-20 00:00:00"
XEN00001520,3,SABAH,5.07,85.0500,"2024-08-20 00:00:00"
XEN00001521,3,SABAH,5.66,85.0500,"2024-08-20 00:00:00"
SPT24017710,1,SELANGOR,11.49,18.4400,"2024-08-20 00:00:00"
SPT24017711,1,SELANGOR,5.51,11.4500,"2024-08-20 00:00:00"
SPT24017712,1,SELANGOR,95.90,102.4000,"2024-08-20 00:00:00"
SPT24017713,1,SELANGOR,0.20,6.7800,"2024-08-20 00:00:00"
SPT24017714,1,SELANGOR,92.30,99.5300,"2024-08-20 00:00:00"
SPT24017715,1,SELANGOR,12.15,20.8800,"2024-08-20 00:00:00"
XEN00001522,3,SARAWAK,5.46,85.0500,"2024-08-20 00:00:00"
SPT24017717,1,JOHOR,1.00,6.8900,"2024-08-20 00:00:00"
XEN00001523,3,Sarawak,0.95,15.9500,"2024-08-20 00:00:00"
XEN00001524,3,Sarawak,0.95,15.9500,"2024-08-20 00:00:00"
XEN00001525,3,Sarawak,0.95,15.9500,"2024-08-20 00:00:00"
XEN00001526,3,Sarawak,0.95,15.9500,"2024-08-20 00:00:00"
XEN00001527,3,Sarawak,0.95,15.9500,"2024-08-20 00:00:00"
XEN00001528,3,Sarawak,0.95,15.9500,"2024-08-20 00:00:00"
XEN00001529,3,Sarawak,0.95,15.9500,"2024-08-20 00:00:00"
XEN00001530,3,Sabah,0.95,15.9500,"2024-08-20 00:00:00"
XEN00001531,3,Sabah,0.95,15.9500,"2024-08-20 00:00:00"
SPT24017727,1,"Kuala Lumpur",5.00,11.9800,"2024-08-20 00:00:00"
SPT24017729,1,"PULAU PINANG",15.24,24.7000,"2024-08-20 00:00:00"
SPT24017730,1,KELANTAN,437.78,325.0000,"2024-08-20 00:00:00"
300062004689,8,SELANGOR,194.60,197.2700,"2024-08-20 00:00:00"
SPT24017732,1,PAHANG,0.20,6.7800,"2024-08-20 00:00:00"
SPT24017733,1,PERAK,8.00,13.7800,"2024-08-20 00:00:00"
SPT24017734,1,KELANTAN,15.90,24.7000,"2024-08-20 00:00:00"
SPT24017735,1,SELANGOR,5.45,11.9800,"2024-08-20 00:00:00"
SPT24017736,1,Selangor,2.00,5.3000,"2024-08-20 00:00:00"
SPT24017737,1,Melaka,2.00,5.3000,"2024-08-20 00:00:00"
SPT24017738,1,Penang,2.00,5.3000,"2024-08-20 00:00:00"
SPT24017739,1,Penang,2.00,5.3000,"2024-08-20 00:00:00"
SPT24017740,1,SELANGOR,80.50,88.0900,"2024-08-20 00:00:00"
SPT24017741,1,"KUALA LUMPUR",33.20,43.2500,"2024-08-20 00:00:00"
SPT24017742,1,"PULAU PINANG",132.00,133.1800,"2024-08-20 00:00:00"
SPT24017743,1,"NEGERI SEMBILAN",2.92,8.1600,"2024-08-21 00:00:00"
XEN00001532,3,SABAH,12.00,167.9800,"2024-08-20 00:00:00"
MYCQY00008439,5,PERAK,8.29,14.9500,"2024-08-20 00:00:00"
SPT24017746,1,PERAK,7.00,12.6100,"2024-08-20 00:00:00"
SPT24017747,1,SELANGOR,106.00,111.2700,"2024-08-20 00:00:00"
SPT24017749,1,Kelantan,6.37,15.3700,"2024-08-20 00:00:00"
SPT24017750,1,"NEGERI SEMBILAN",65.00,55.1200,"2024-08-21 00:00:00"
SPT24017751,1,SELANGOR,136.80,137.4000,"2024-08-20 00:00:00"
SPT24017752,1,SELANGOR,168.00,163.5200,"2024-08-20 00:00:00"
SPT24017754,1,PERAK,20.40,28.9400,"2024-08-20 00:00:00"
SPT24017755,1,JOHOR,252.66,110.4500,"2024-08-21 00:00:00"
SPT24017756,1,JOHOR,247.17,108.3300,"2024-08-21 00:00:00"
SPT24017757,1,JOHOR,34.15,18.0200,"2024-08-21 00:00:00"
SPT24017758,1,"KUALA LUMPUR",4.54,10.7100,"2024-08-21 00:00:00"
MYCQY00008440,5,PAHANG,14.26,24.7000,"2024-08-21 00:00:00"
SPT24017760,1,SELANGOR,1.00,6.7800,"2024-08-21 00:00:00"
SPT24017761,1,SELANGOR,1.00,6.7800,"2024-08-21 00:00:00"
JHB24000977,1,"KUALA LUMPUR",15.36,32.3300,"2024-08-21 00:00:00"
SPT24017765,1,JOHOR,0.50,7.7400,"2024-08-23 00:00:00"
300062085185,8,PAHANG,102.20,98.2600,"2024-08-21 00:00:00"
SBG24003470,1,SELANGOR,0.13,12.0800,"2024-08-21 00:00:00"
AOR24001247,1,PERAK,1.00,6.3600,"2024-08-21 00:00:00"
AOR24001248,1,PERAK,43.70,34.5600,"2024-08-21 00:00:00"
AOR24001249,1,PERAK,1.85,6.3600,"2024-08-21 00:00:00"
SPT24017773,1,"PULAU PINANG",2.00,5.3000,"2024-08-21 00:00:00"
SPT24017774,1," SELANGOR",54.00,51.5200,"2024-08-22 00:00:00"
SPT24017775,1,KEDAH,17.00,16.2200,"2024-08-21 00:00:00"
SPT24017776,1,"PULAU PINANG",38.00,36.2500,"2024-08-21 00:00:00"
SPT24017777,1,"NEGERI SEMBILAN",13.00,12.4000,"2024-08-21 00:00:00"
SPT24017778,1,"KUALA LUMPUR",11.00,10.4900,"2024-08-21 00:00:00"
SPT24017779,1,MELAKA,6.00,11.9800,"2024-08-21 00:00:00"
SPT24017780,1,"KUALA LUMPUR",90.90,97.6300,"2024-08-21 00:00:00"
SPT24017781,1,"KUALA LUMPUR",12.83,19.6100,"2024-08-21 00:00:00"
SPT24017782,1,JOHOR,18.00,10.1700,"2024-08-21 00:00:00"
XEN00001533,3,LABUAN,32.99,458.2100,"2024-08-21 00:00:00"
SPT24017783,1,"PULAU PINANG",15.30,18.1300,"2024-08-21 00:00:00"
SPT24017784,1,JOHOR,76.50,89.2500,"2024-08-21 00:00:00"
AOR24001250,1,KEDAH,9.65,9.3300,"2024-08-21 00:00:00"
SPT24017785,1,SELANGOR,11.94,18.4400,"2024-08-21 00:00:00"
SPT24017786,1,"PULAU PINANG",6.64,12.6100,"2024-08-21 00:00:00"
SPT24017787,1,Selangor,100.00,125.4000,"2024-08-21 00:00:00"
AOR24001251,1,,129.20,98.3700,"2024-08-21 00:00:00"
SPT24017788,1,"PULAU PINANG",0.57,6.7800,"2024-08-21 00:00:00"
SPT24017789,1,"NEGERI SEMBILAN",53.10,51.5200,"2024-08-21 00:00:00"
SPT24017790,1,"PULAU PINANG",1.00,6.8900,"2024-08-22 00:00:00"
MYCQY00008442,5,"NEGERI SEMBILAN",10.10,17.2800,"2024-08-21 00:00:00"
SPT24017791,1,JOHOR,1.00,6.8900,"2024-08-21 00:00:00"
SPT24017792,1,PERAK,14.12,21.9400,"2024-08-21 00:00:00"
SPT24017793,1,"KUALA LUMPUR",7.08,13.7800,"2024-08-21 00:00:00"
SPT24017797,1,JOHOR,48.00,40.7000,"2024-08-21 00:00:00"
SPT24017798,1,MELAKA.,66.00,55.9700,"2024-08-21 00:00:00"
MYCQY00008445,5,PAHANG,6.80,12.6100,"2024-08-21 00:00:00"
MYCQY00008446,5,KELANTAN,17.10,25.4400,"2024-08-21 00:00:00"
SPT24017801,1,JOHOR,30.60,40.3900,"2024-08-21 00:00:00"
SPT24017802,1,"KUALA LUMPUR",9.77,16.1100,"2024-08-21 00:00:00"
SPT24017803,1,KEDAH,2.07,7.9500,"2024-08-21 00:00:00"
MYCQY00008447,5,PERAK,7.35,13.7800,"2024-08-21 00:00:00"
SPT24017806,1,"NEGERI SEMBILAN",5.90,11.9800,"2024-08-21 00:00:00"
MYCQY00008448,5,MELAKA,4.93,10.2800,"2024-08-21 00:00:00"
MYCQY00008449,5,PERAK,2.40,7.9500,"2024-08-21 00:00:00"
XEN00001534,3,SARAWAK,5.81,85.0500,"2024-08-21 00:00:00"
MYCQY00008450,5,TERENGGANU,14.70,21.9400,"2024-08-21 00:00:00"
MYCQY00008451,5,SELANGOR,12.35,19.6100,"2024-08-21 00:00:00"
SPT24017812,1,JOHOR,8.38,15.7900,"2024-08-21 00:00:00"
SPT24017813,1,JOHOR,14.70,21.9400,"2024-08-21 00:00:00"
SPT24017814,1,"PULAU PINANG",49.10,58.5100,"2024-08-21 00:00:00"
MYCQY00008452,5,KEDAH,12.31,19.6100,"2024-08-21 00:00:00"
SPT24017816,1,JOHOR,107.00,89.9900,"2024-08-21 00:00:00"
SPT24017817,1,KELANTAN,56.50,65.1900,"2024-08-21 00:00:00"
SPT24017818,1,TERENGGANU,31.20,41.3400,"2024-08-21 00:00:00"
SPT24017819,1,"KUALA LUMPUR",11.80,18.4400,"2024-08-21 00:00:00"
300062020155,8,PAHANG,372.84,355.8400,"2024-08-21 00:00:00"
SPT24017822,1,"KUALA LUMPUR",5.00,5.3000,"2024-08-21 00:00:00"
SPT24017824,1,MELAKA,2.54,5.3000,"2024-08-21 00:00:00"
SPT24017825,1,KEDAH,2.00,5.3000,"2024-08-21 00:00:00"
SPT24017826,1,SELANGOR,2.00,5.3000,"2024-08-21 00:00:00"
SPT24017827,1,SELANGOR,140.78,151.4700,"2024-08-21 00:00:00"
SPT24017828,1,SELANGOR,1.90,6.8900,"2024-08-22 00:00:00"
SPT24017829,1,SELANGOR,0.50,6.7800,"2024-08-21 00:00:00"
SPT24017830,1,SELANGOR,2.40,7.9500,"2024-08-21 00:00:00"
SPT24017831,1,SELANGOR,95.80,102.4000,"2024-08-21 00:00:00"
SPT24017832,1,SELANGOR,45.60,54.7000,"2024-08-21 00:00:00"
MYCQY00008454,5,TERENGGANU,3.40,9.1200,"2024-08-21 00:00:00"
SPT24017834,1,SELANGOR,13.86,20.7800,"2024-08-21 00:00:00"
SPT24017835,1,SELANGOR,3.30,5.3000,"2024-08-21 00:00:00"
SPT24017836,1,"KUALA LUMPUR",47.30,55.4400,"2024-08-21 00:00:00"
SPT24017837,1,"KUALA LUMPUR",14.40,16.9600,"2024-08-21 00:00:00"
SPT24017838,1,SELANGOR,11.70,13.4600,"2024-08-21 00:00:00"
SPT24017839,1,JOHOR,13.40,15.7900,"2024-08-21 00:00:00"
XEN00001535,3,SABAH,18.34,264.7200,"2024-08-21 00:00:00"
SPT24017841,1,SELANGOR,36.00,48.8700,"2024-08-21 00:00:00"
SPT24017842,1,"KUALA LUMPUR",9.60,16.1100,"2024-08-21 00:00:00"
MYCQY00008455,5,TERENGGANU,12.20,14.6300,"2024-08-21 00:00:00"
SPT24017845,1,SELANGOR,10.10,17.2800,"2024-08-21 00:00:00"
SPT24017846,1,"PULAU PINANG",0.20,6.8900,"2024-08-22 00:00:00"
SPT24017848,1,"PULAU PINANG",17.00,24.2700,"2024-08-21 00:00:00"
SPT24017849,1,SELANGOR,1.30,6.8900,"2024-08-22 00:00:00"
SPT24017850,1,PERAK,24.60,33.6000,"2024-08-21 00:00:00"
SPT24017851,1,"KUALA LUMPUR",0.20,6.8900,"2024-08-21 00:00:00"
SPT24017852,1,MELAKA,34.00,32.4400,"2024-08-22 00:00:00"
MYCQY00008456,5,SELANGOR,3.00,8.1600,"2024-08-21 00:00:00"
SPT24017853,1,SELANGOR,50.00,58.5100,"2024-08-21 00:00:00"
SPT24017854,1,SELANGOR,1.00,6.7800,"2024-08-21 00:00:00"
SPT24017856,1,SELANGOR,8.00,14.5200,"2024-08-21 00:00:00"
SPT24017857,1,SELANGOR,6.00,11.9800,"2024-08-21 00:00:00"
SPT24017858,1,JOHOR,44.90,58.4100,"2024-08-21 00:00:00"
SPT24017859,1,JOHOR,3.00,8.1600,"2024-08-21 00:00:00"
SPT24017860,1,JOHOR,120.01,123.1700,"2024-08-21 00:00:00"
SPT24017861,1,"PULAU PINANG",83.00,89.9900,"2024-08-21 00:00:00"
SPT24017863,1,"PULAU PINANG",1.54,6.7800,"2024-08-21 00:00:00"
MYCQY00008457,5,TERENGGANU,1.45,6.7800,"2024-08-21 00:00:00"
SPT24017865,1,"PULAU PINANG",16.00,23.1100,"2024-08-21 00:00:00"
SPT24017867,1,SELANGOR,6.00,16.4300,"2024-08-21 00:00:00"
8005001900,2,KEDAH,13.73,20.7800,"2024-08-21 00:00:00"
SPT24017869,1,SELANGOR,3.00,11.6600,"2024-08-21 00:00:00"
MYCQY00008458,5,JOHOR,200.00,191.0100,"2024-08-21 00:00:00"
SPT24017871,1,Kedah,2.25,10.2800,"2024-08-21 00:00:00"
SPT24017872,1,SELANGOR,1.00,7.7400,"2024-08-23 00:00:00"
SPT24017873,1,SELANGOR,1.00,7.7400,"2024-08-23 00:00:00"
SPT24017875,1,KEDAH,8.26,14.9500,"2024-08-21 00:00:00"
8005001901,2,KEDAH,7.00,13.2500,"2024-08-21 00:00:00"
SPT24017877,1,PERAK,18.00,17.1700,"2024-08-22 00:00:00"
SPT24017878,1,MELAKA,16.00,15.2600,"2024-08-22 00:00:00"
SPT24017879,1,JOHOR,15.32,28.0900,"2024-08-21 00:00:00"
SPT24017880,1,JOHOR,1.00,9.0100,"2024-08-21 00:00:00"
JHB24000979,1,"NEGERI SEMBILAN",9.60,22.7900,"2024-08-22 00:00:00"
JHB24000980,1,"KUALA LUMPUR",15.36,32.3300,"2024-08-22 00:00:00"
AOR24001252,1,KELANTAN,8.32,8.5900,"2024-08-22 00:00:00"
SPT24017882,1,JOHOR,30.00,28.6200,"2024-08-22 00:00:00"
AOR24001253,1,PENANG,3.20,6.3600,"2024-08-22 00:00:00"
AOR24001254,1,KEDAH,10.48,10.0700,"2024-08-22 00:00:00"
SPT24017883,1,MELAKA,11.00,17.2800,"2024-08-22 00:00:00"
AOR24001255,1,PERAK,38.24,30.8500,"2024-08-22 00:00:00"
SPT24017885,1,SELANGOR,348.80,316.0500,"2024-08-22 00:00:00"
AOR24001256,1,KEDAH,2.04,6.3600,"2024-08-22 00:00:00"
AOR24001257,1,KEDAH,0.62,6.3600,"2024-08-22 00:00:00"
SPT24017886,1,SELANGOR,35.00,33.3900,"2024-08-22 00:00:00"
MYCQY00008459,5,SELANGOR,0.06,9.0100,"2024-08-22 00:00:00"
SPT24017888,1,"KUALA LUMPUR",11.00,10.4900,"2024-08-22 00:00:00"
SPT24017889,1,"PULAU PINANG",29.00,27.6700,"2024-08-22 00:00:00"
SPT24017890,1,SELANGOR,15.00,14.3100,"2024-08-22 00:00:00"
SPT24017891,1,MELAKA,81.00,77.2700,"2024-08-22 00:00:00"
AOR24001258,1,KEDAH,1.54,6.3600,"2024-08-22 00:00:00"
AOR24001259,1,KEDAH,2.30,6.3600,"2024-08-22 00:00:00"
SPT24017892,1,"KUALA LUMPUR",106.00,111.2700,"2024-08-22 00:00:00"
300062148746,8,"NEGERI SEMBILAN",124.80,119.2500,"2024-08-22 00:00:00"
SPT24017893,1,"PULAU PINANG",33.60,43.2500,"2024-08-22 00:00:00"
SPT24017894,1,"KUALA LUMPUR",13.00,8.4800,"2024-08-22 00:00:00"
SPT24017896,1,Selangor,2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008461,5,PHG,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017898,1,Selangor,2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008462,5,PAHANG,17.00,25.9700,"2024-08-22 00:00:00"
JHB24000982,1,SELANGOR,49.60,67.1000,"2024-08-22 00:00:00"
SPT24017901,1,SELANGOR,10.00,8.4800,"2024-08-22 00:00:00"
AOR24001260,1,JOHOR,1.88,6.3600,"2024-08-22 00:00:00"
AOR24001261,1,JOHOR,2.90,6.3600,"2024-08-22 00:00:00"
AOR24001262,1,KEDAH,3.00,6.3600,"2024-08-22 00:00:00"
JHB24000983,1,SELANGOR,18.00,28.5100,"2024-08-22 00:00:00"
MYCQY00008463,5,PERAK,1.00,6.8900,"2024-08-22 00:00:00"
AOR24001263,1,JOHOR,2.48,6.3600,"2024-08-22 00:00:00"
SPT24017903,1,MELAKA,65.60,73.7800,"2024-08-22 00:00:00"
MYCQY00008464,5,Selangor,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017906,1,PERAK,17.00,16.2200,"2024-08-22 00:00:00"
SPT24017907,1,SELANGOR,6.00,6.4700,"2024-08-22 00:00:00"
SPT24017908,1,SELANGOR,26.90,30.9500,"2024-08-22 00:00:00"
SPT24017909,1,"NEGERI SEMBILAN",9.10,11.1300,"2024-08-22 00:00:00"
SPT24017910,1,"PULAU PINANG",9.30,11.1300,"2024-08-22 00:00:00"
SPT24017911,1,MELAKA,9.80,11.1300,"2024-08-22 00:00:00"
SPT24017912,1,JOHOR,19.70,22.7900,"2024-08-22 00:00:00"
SPT24017913,1,SELANGOR,10.50,12.3000,"2024-08-22 00:00:00"
SPT24017914,1,SELANGOR,35.00,25.9700,"2024-08-22 00:00:00"
SPT24017915,1,"KUALA LUMPUR",7.52,14.5200,"2024-08-22 00:00:00"
SPT24017917,1,KEDAH,59.00,56.2900,"2024-08-23 00:00:00"
JHB24000984,1,"KUALA LUMPUR",8.20,17.0700,"2024-08-22 00:00:00"
SPT24017918,1,KELANTAN,121.88,90.5200,"2024-08-22 00:00:00"
JHB24000985,1,"KUALA LUMPUR",8.20,17.0700,"2024-08-22 00:00:00"
SPT24017919,1,"PULAU PINANG",1.00,7.7400,"2024-08-22 00:00:00"
JHB24000986,1,"KUALA LUMPUR",16.40,27.2400,"2024-08-22 00:00:00"
SBG24003489,1,KEDAH,5.00,5.3000,"2024-08-23 00:00:00"
MYCQY00008465,5,KELANTAN,0.92,6.7800,"2024-08-22 00:00:00"
SPT24017921,1,"PULAU PINANG",0.62,6.7800,"2024-08-22 00:00:00"
MYCQY00008466,5,JOHOR,166.80,162.6800,"2024-08-22 00:00:00"
SPT24017924,1,PERLIS,37.31,47.0600,"2024-08-22 00:00:00"
MYCQY00008467,5,PERAK,2.89,7.9500,"2024-08-22 00:00:00"
SPT24017926,1,"PULAU PINANG",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017927,1,"PULAU PINANG",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017928,1,"PULAU PINANG",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017929,1,"PULAU PINANG",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017930,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017931,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017932,1,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017933,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017934,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017935,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017936,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017937,1,"PULAU PINANG",2.14,5.3000,"2024-08-22 00:00:00"
SPT24017938,1,JOHOR,3.66,5.3000,"2024-08-22 00:00:00"
SPT24017939,1,KEDAH,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017940,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008468,5,JOHOR,2.58,5.3000,"2024-08-22 00:00:00"
SPT24017942,1,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017943,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008469,5,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017945,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017946,1,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017947,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017948,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017949,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017950,1,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017951,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017952,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017953,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017954,1,SELANGOR,3.66,5.3000,"2024-08-22 00:00:00"
SPT24017955,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017956,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017957,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017958,1,JOHOR,6.44,7.6300,"2024-08-22 00:00:00"
SPT24017959,1,"PULAU PINANG",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017960,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017961,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017962,1,"PULAU PINANG",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017963,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017964,1,"PULAU PINANG",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017965,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017966,1,"PULAU PINANG",2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008470,5,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017968,1,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017969,1,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017970,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017971,1,PERAK,2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008471,5,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017973,1,SELANGOR,3.66,5.3000,"2024-08-22 00:00:00"
SPT24017974,1,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008472,5,PAHANG,12.82,19.6100,"2024-08-22 00:00:00"
MYCQY00008473,5,KELANTAN,3.62,9.1200,"2024-08-22 00:00:00"
SPT24017977,1,SELANGOR,4.50,10.2800,"2024-08-22 00:00:00"
MYCQY00008474,5,"NEGERI SEMBILAN",7.60,15.7900,"2024-08-22 00:00:00"
SPT24017979,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008475,5,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017981,1,PERAK,2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008476,5,SELANGOR,3.66,5.3000,"2024-08-22 00:00:00"
SPT24017983,1,"PULAU PINANG",2.16,5.3000,"2024-08-22 00:00:00"
MYCQY00008477,5,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017985,1,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017986,1,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008478,5,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017988,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017989,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-22 00:00:00"
MYCQY00008479,5,SELANGOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017991,1,"KUALA LUMPUR",2.16,5.3000,"2024-08-22 00:00:00"
SPT24017992,1,"PULAU PINANG",2.00,5.3000,"2024-08-22 00:00:00"
SPT24017993,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017994,1,"PULAU PINANG",2.16,5.3000,"2024-08-22 00:00:00"
SPT24017995,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017996,1,SELANGOR,3.66,5.3000,"2024-08-22 00:00:00"
SPT24017997,1,JOHOR,2.46,5.3000,"2024-08-22 00:00:00"
SPT24017998,1,JOHOR,2.00,5.3000,"2024-08-22 00:00:00"
SPT24017999,1,SELANGOR,2.14,5.3000,"2024-08-22 00:00:00"
SPT24018000,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
MYCQY00008480,5,JOHOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018002,1,PAHANG,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018003,1,JOHOR,2.00,5.3000,"2024-08-23 00:00:00"
MYCQY00008481,5,"PULAU PINANG",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018005,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018006,1,JOHOR,2.44,5.3000,"2024-08-23 00:00:00"
SPT24018007,1,"NEGERI SEMBILAN",2.44,5.3000,"2024-08-23 00:00:00"
MYCQY00008482,5,PERAK,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018009,1,JOHOR,3.78,5.3000,"2024-08-23 00:00:00"
SPT24018010,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018011,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018012,1,PERAK,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018013,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018014,1,"PULAU PINANG",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018015,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018017,1,PAHANG,1.49,6.7800,"2024-08-22 00:00:00"
SPT24018018,1,PERAK,0.05,9.0100,"2024-08-22 00:00:00"
SPT24018019,1,JOHOR,19.00,26.6100,"2024-08-22 00:00:00"
SPT24018020,1,"PULAU PINANG",10.84,18.3400,"2024-08-22 00:00:00"
SPT24018021,1,SELANGOR,3.50,9.1200,"2024-08-22 00:00:00"
SPT24018022,1,KEDAH,11.44,18.4400,"2024-08-22 00:00:00"
SPT24018023,1,"PULAU PINANG",4.44,10.2800,"2024-08-22 00:00:00"
MYCQY00008483,5,SELANGOR,45.00,53.7400,"2024-08-22 00:00:00"
SPT24018025,1,"NEGERI SEMBILAN",35.57,45.1600,"2024-08-22 00:00:00"
AOR24001264,1,PERAK,22.18,18.9700,"2024-08-22 00:00:00"
SPT24018026,1,"NEGERI SEMBILAN",13.00,19.6100,"2024-08-22 00:00:00"
SPT24018027,1,KELANTAN,3.47,9.1200,"2024-08-22 00:00:00"
MYCQY00008484,5,KELANTAN,3.07,9.1200,"2024-08-22 00:00:00"
SPT24018029,1,SELANGOR,8.06,14.9500,"2024-08-22 00:00:00"
MYCQY00008485,5,TERENGGANU,1.59,6.7800,"2024-08-22 00:00:00"
MYCQY00008486,5,PERAK,0.67,6.7800,"2024-08-22 00:00:00"
SPT24018033,1,KEDAH,10.87,17.2800,"2024-08-22 00:00:00"
SPT24018034,1,SELANGOR,87.23,94.7600,"2024-08-22 00:00:00"
SPT24018035,1,PAHANG,32.13,42.2900,"2024-08-22 00:00:00"
SPT24018036,1,PAHANG,7.44,13.7800,"2024-08-22 00:00:00"
SPT24018037,1,SELANGOR,8.15,14.9500,"2024-08-22 00:00:00"
SPT24018038,1,SELANGOR,0.87,6.7800,"2024-08-22 00:00:00"
SPT24018039,1,SELANGOR,1.00,6.8900,"2024-08-22 00:00:00"
MYCQY00008487,5,JOHOR,1.00,6.8900,"2024-08-22 00:00:00"
MYCQY00008488,5,"PULAU PINANG",19.80,19.0800,"2024-08-22 00:00:00"
MYCQY00008489,5,PERAK,1.32,6.8900,"2024-08-22 00:00:00"
SPT24018043,1,JOHOR,1.69,6.7800,"2024-08-22 00:00:00"
