consignnote,courier,state,weigh,total,datepickup
SPT24007399,1,MELAKA,5.34,11.4500,"2024-04-04 00:00:00"
SPT24007400,1,PAHANG,6.70,12.6100,"2024-04-04 00:00:00"
SPT24007401,1,SELANGOR,7.00,12.6100,"2024-04-04 00:00:00"
SPT24007402,1,"NEGERI SEMBILAN",45.50,54.7000,"2024-04-04 00:00:00"
MYCQY00007120,5,KEDAH,22.75,31.2700,"2024-04-04 00:00:00"
SPT24007406,1,JOHOR,2.69,12.9300,"2024-04-03 00:00:00"
300053991937,8,"NEGERI SEMBILAN",325.00,251.7500,"2024-04-04 00:00:00"
SPT24007409,1,JOHOR,5.00,18.2300,"2024-04-03 00:00:00"
SPT24007410,1,"PULAU PINANG",2.00,6.8900,"2024-04-04 00:00:00"
SPT24007411,1,"PULAU PINANG",1.00,6.8900,"2024-04-04 00:00:00"
AOR24000386,1,PAHANG,5.05,6.3600,"2024-04-04 00:00:00"
JHB24000385,1,SELANGOR,9.60,22.7900,"2024-04-04 00:00:00"
JHB24000386,1,"PULAU PINANG",39.00,66.9900,"2024-04-04 00:00:00"
JHB24000387,1,SELANGOR,15.36,32.3300,"2024-04-04 00:00:00"
SPT24007421,1,PERAK,3.56,10.7100,"2024-04-04 00:00:00"
SPT24007422,1,JOHOR,5.01,11.9800,"2024-04-04 00:00:00"
AOR24000388,1,KEDAH,21.30,18.2300,"2024-04-04 00:00:00"
AOR24000389,1,JOHOR,162.48,122.8500,"2024-04-04 00:00:00"
SPT24007428,1,TERENGGANU,1.40,9.5400,"2024-04-04 00:00:00"
SPT24007429,1,SELANGOR,0.60,7.7400,"2024-04-04 00:00:00"
SPT24007431,1,SELANGOR,18.00,9.5900,"2024-04-04 00:00:00"
SPT24007432,1,SELANGOR,27.00,14.3600,"2024-04-04 00:00:00"
AOR24000390,1,PAHANG,0.50,6.3600,"2024-04-04 00:00:00"
SPT24007433,1,PERAK,99.60,106.2100,"2024-04-04 00:00:00"
SPT24007434,1,"KUALA LUMPUR",70.50,78.5500,"2024-04-04 00:00:00"
AOR24000391,1,PERAK,2.95,6.3600,"2024-04-04 00:00:00"
AOR24000392,1,MELAKA,16.40,14.5200,"2024-04-04 00:00:00"
AOR24000393,1,MELAKA,2.07,6.3600,"2024-04-04 00:00:00"
AOR24000394,1,MELAKA,3.10,6.3600,"2024-04-04 00:00:00"
JHB24000388,1,"KUALA LUMPUR",15.36,32.3300,"2024-04-04 00:00:00"
SPT24007439,1,SELANGOR,1.00,8.0000,"2024-04-04 00:00:00"
MYCQY00007127,5,JOHOR,1.34,6.8900,"2024-04-04 00:00:00"
SPT24007440,1,KEDAH,46.00,43.8800,"2024-04-05 00:00:00"
SPT24007441,1,JOHOR,14.00,13.3600,"2024-04-05 00:00:00"
SPT24007442,1,JOHOR,9.00,9.5400,"2024-04-05 00:00:00"
SPT24007443,1,SELANGOR,8.00,9.5400,"2024-04-05 00:00:00"
SPT24007444,1,JOHOR,76.50,89.2500,"2024-04-04 00:00:00"
SPT24007446,1,"NEGERI SEMBILAN",10.00,9.5400,"2024-04-05 00:00:00"
SPT24007447,1,MELAKA,38.00,36.2500,"2024-04-05 00:00:00"
SPT24007448,1,JOHOR,97.00,92.5400,"2024-04-05 00:00:00"
SPT24007449,1,SELANGOR,16.40,24.2700,"2024-04-04 00:00:00"
SPT24007450,1,SELANGOR,66.90,74.7300,"2024-04-04 00:00:00"
SPT24007451,1,SELANGOR,32.40,42.2900,"2024-04-04 00:00:00"
SPT24007452,1,"KUALA LUMPUR",59.20,68.0500,"2024-04-04 00:00:00"
SPT24007453,1,SELANGOR,186.00,178.6800,"2024-04-04 00:00:00"
SPT24007454,1,"PULAU PINANG",1.00,6.8900,"2024-04-08 00:00:00"
SPT24007455,1,JOHOR,1.00,6.8900,"2024-04-08 00:00:00"
SPT24007456,1,KEDAH,1.00,6.8900,"2024-04-05 00:00:00"
MYCQY00007128,5,KEDAH,1.00,6.8900,"2024-04-05 00:00:00"
SPT24007458,1,"KUALA LUMPUR",24.60,33.6000,"2024-04-04 00:00:00"
SPT24007459,1,"PULAU PINANG",16.00,23.1100,"2024-04-04 00:00:00"
SPT24007461,1,SELANGOR,0.10,6.7800,"2024-04-04 00:00:00"
SPT24007462,1,SELANGOR,42.00,50.8800,"2024-04-04 00:00:00"
MYCQY00007129,5,PAHANG,6.62,16.6400,"2024-04-04 00:00:00"
SPT24007464,1,JOHOR,1.00,6.8900,"2024-04-05 00:00:00"
SPT24007465,1,JOHOR,1.00,6.8900,"2024-04-05 00:00:00"
SPT24007466,1,SELANGOR,13.60,13.3600,"2024-04-04 00:00:00"
MYCQY00007130,5,JOHOR,1.00,6.8900,"2024-04-05 00:00:00"
SPT24007468,1,JOHOR,1.00,6.8900,"2024-04-05 00:00:00"
MYCQY00007131,5,JOHOR,1.00,6.8900,"2024-04-05 00:00:00"
SPT24007470,1,SELANGOR,2.00,6.8900,"2024-04-05 00:00:00"
SPT24007471,1,SELANGOR,17.80,25.4400,"2024-04-04 00:00:00"
SPT24007472,1,SELANGOR,153.40,151.7200,"2024-04-04 00:00:00"
SPT24007473,1,SELANGOR,40.80,49.9300,"2024-04-04 00:00:00"
SPT24007474,1,PERLIS,3.80,9.1200,"2024-04-04 00:00:00"
SPT24007475,1,"KUALA LUMPUR",1.00,10.9200,"2024-04-05 00:00:00"
SPT24007478,1,SELANGOR,15.00,14.3100,"2024-04-05 00:00:00"
SPT24007480,1,Johor,23.10,45.0500,"2024-04-04 00:00:00"
SPT24007481,1,Johor,23.10,45.0500,"2024-04-04 00:00:00"
SPT24007482,1,Johor,1.80,6.8900,"2024-04-04 00:00:00"
SBG24001325,1,SELANGOR,0.09,6.7800,"2024-04-05 00:00:00"
SPT24007483,1,SELANGOR,94.00,89.6800,"2024-04-05 00:00:00"
SPT24007484,1,SELANGOR,19.00,18.1300,"2024-04-05 00:00:00"
SPT24007485,1,"PULAU PINANG",1.00,6.8900,"2024-04-08 00:00:00"
SPT24007487,1,JOHOR,8.00,9.5400,"2024-04-05 00:00:00"
SPT24007488,1,"PULAU PINANG",40.00,48.9700,"2024-04-04 00:00:00"
SPT24007489,1,SELANGOR,18.00,25.4400,"2024-04-04 00:00:00"
SPT24007490,1,SELANGOR,700.30,612.6800,"2024-04-04 00:00:00"
SPT24007491,1,SELANGOR,27.00,25.7600,"2024-04-05 00:00:00"
SPT24007494,1,SELANGOR,1.00,9.0100,"2024-04-04 00:00:00"
SPT24007495,1,KELANTAN,32.16,42.2900,"2024-04-05 00:00:00"
SPT24007496,1,JOHOR,8.44,14.9500,"2024-04-05 00:00:00"
SPT24007497,1,"KUALA LUMPUR",1.50,6.7800,"2024-04-05 00:00:00"
SPT24007498,1,MELAKA,3.70,9.1200,"2024-04-05 00:00:00"
SPT24007499,1,SELANGOR,7.20,13.7800,"2024-04-05 00:00:00"
MYCQY00007133,5,TERENGGANU,4.00,9.1200,"2024-04-05 00:00:00"
SPT24007501,1,SELANGOR,38.40,48.0200,"2024-04-05 00:00:00"
SPT24007502,1,SELANGOR,4.00,9.1200,"2024-04-05 00:00:00"
SPT24007503,1,"KUALA LUMPUR",3.52,9.4300,"2024-04-05 00:00:00"
SPT24007504,1,PERLIS,31.00,29.5700,"2024-04-05 00:00:00"
MYCQY00007134,5,Kedah,0.20,6.7800,"2024-04-05 00:00:00"
SPT24007506,1,"PULAU PINANG",22.00,20.9900,"2024-04-05 00:00:00"
SPT24007507,1,SELANGOR,15.00,27.0500,"2024-04-04 00:00:00"
SPT24007509,1,JOHOR,6.00,15.3700,"2024-04-05 00:00:00"
SPT24007511,1,"KUALA LUMPUR",101.00,85.5400,"2024-04-05 00:00:00"
AOR24000396,1,KEDAH,1.35,6.3600,"2024-04-05 00:00:00"
SPT24007514,1,"PULAU PINANG",2.00,6.1000,"2024-04-05 00:00:00"
SPT24007515,1,JOHOR,130.00,107.0600,"2024-04-05 00:00:00"
SPT24007516,1,"KUALA LUMPUR",16.86,24.2700,"2024-04-05 00:00:00"
SPT24007517,1,"KUALA LUMPUR",2.20,7.9500,"2024-04-05 00:00:00"
SPT24007518,1,KEDAH,11.25,18.4400,"2024-04-05 00:00:00"
SPT24007519,1,SELANGOR,0.80,6.7800,"2024-04-05 00:00:00"
XEN00001310,3,SABAH,4.60,71.2300,"2024-04-05 00:00:00"
MYCQY00007135,5,PERAK,2.10,7.9500,"2024-04-05 00:00:00"
MYCQY00007136,5,KEDAH,1.10,6.7800,"2024-04-05 00:00:00"
XEN00001311,3,SABAH,3.20,57.4200,"2024-04-05 00:00:00"
MYCQY00007137,5,TERENGGANU,0.50,6.7800,"2024-04-05 00:00:00"
SPT24007525,1,"NEGERI SEMBILAN",0.90,6.7800,"2024-04-05 00:00:00"
MYCQY00007138,5,TERENGGANU,2.50,7.9500,"2024-04-05 00:00:00"
SPT24007527,1,"KUALA LUMPUR",6.90,12.6100,"2024-04-05 00:00:00"
MYCQY00007139,5,KELANTAN,13.90,20.7800,"2024-04-05 00:00:00"
SPT24007529,1,"KUALA LUMPUR",7.00,8.4800,"2024-04-05 00:00:00"
SPT24007530,1,"KUALA LUMPUR",7.00,8.4800,"2024-04-05 00:00:00"
SPT24007531,1,JOHOR,10.00,8.4800,"2024-04-05 00:00:00"
SPT24007532,1,"PULAU PINANG",95.00,53.4200,"2024-04-05 00:00:00"
SPT24007535,1,"KUALA LUMPUR",35.00,19.7200,"2024-04-05 00:00:00"
SPT24007536,1,PERAK,34.40,44.2000,"2024-04-05 00:00:00"
SPT24007537,1,"PULAU PINANG",9.00,15.7900,"2024-04-05 00:00:00"
SPT24007538,1,"KUALA LUMPUR",44.60,53.7400,"2024-04-05 00:00:00"
SPT24007539,1,SELANGOR,206.00,195.5400,"2024-04-05 00:00:00"
SPT24007540,1,SELANGOR,98.00,104.3000,"2024-04-05 00:00:00"
AOR24000397,1,PERAK,2.20,6.3600,"2024-04-05 00:00:00"
SPT24007544,1,"PULAU PINANG",9.00,22.4700,"2024-04-05 00:00:00"
SPT24007546,1,SELANGOR,2.00,6.7800,"2024-04-05 00:00:00"
SPT24007547,1,"KEDAH .",14.10,14.3100,"2024-04-05 00:00:00"
SPT24007548,1,"NEGERI SEMBILAN",9.00,22.4700,"2024-04-05 00:00:00"
SPT24007562,1,"KUALA LUMPUR",1.00,6.8900,"2024-04-05 00:00:00"
XEN00001312,3,SARAWAK,4.02,57.4200,"2024-04-05 00:00:00"
SPT24007564,1,JOHOR,2.62,7.9500,"2024-04-05 00:00:00"
MYCQY00007140,5,"PULAU PINANG",9.30,16.1100,"2024-04-05 00:00:00"
SPT24007566,1,"KUALA LUMPUR",26.74,35.9300,"2024-04-05 00:00:00"
SPT24007567,1,JOHOR,0.42,6.7800,"2024-04-05 00:00:00"
SPT24007568,1,"KUALA LUMPUR",9.00,22.4700,"2024-04-05 00:00:00"
MYCQY00007141,5,PAHANG,2.20,7.9500,"2024-04-05 00:00:00"
AOR24000398,1,JOHOR,5.90,6.3600,"2024-04-05 00:00:00"
SBG24001337,1,KEDAH,1.58,10.2800,"2024-04-05 00:00:00"
SPT24007574,1,SELANGOR,3.00,8.1600,"2024-04-05 00:00:00"
AOR24000399,1,KELANTAN,8.05,8.5900,"2024-04-05 00:00:00"
SPT24007575,1,PUTRAJAYA,10.80,17.2800,"2024-04-05 00:00:00"
SPT24007576,1,"NEGERI SEMBILAN",17.20,25.4400,"2024-04-05 00:00:00"
SPT24007577,1,TERENGGANU,22.10,31.2700,"2024-04-05 00:00:00"
SPT24007578,1,SELANGOR,7.00,13.2500,"2024-04-05 00:00:00"
SPT24007579,1,SELANGOR,17.50,17.1700,"2024-04-05 00:00:00"
SPT24007580,1,SELANGOR,7.80,13.7800,"2024-04-05 00:00:00"
SPT24007581,1,"NEGERI SEMBILAN",7.00,12.6100,"2024-04-05 00:00:00"
SPT24007582,1,PAHANG,2.10,7.9500,"2024-04-05 00:00:00"
MYCQY00007142,5,TERENGGANU,1.00,6.7800,"2024-04-05 00:00:00"
SPT24007583,1,SELANGOR,0.10,6.8900,"2024-04-05 00:00:00"
SPT24007584,1,JOHOR,0.10,6.8900,"2024-04-05 00:00:00"
SPT24007585,1,JOHOR,0.10,6.8900,"2024-04-05 00:00:00"
SPT24007586,1,JOHOR,0.10,6.8900,"2024-04-05 00:00:00"
SPT24007587,1,"KUALA LUMPUR",0.10,6.8900,"2024-04-05 00:00:00"
MYCQY00007143,5,KEDAH,0.10,6.8900,"2024-04-05 00:00:00"
SPT24007589,1,SELANGOR,0.10,6.8900,"2024-04-05 00:00:00"
SPT24007590,1,SELANGOR,0.10,6.8900,"2024-04-05 00:00:00"
SPT24007591,1,SELANGOR,89.00,95.7200,"2024-04-05 00:00:00"
MYCQY00007144,5,SELANGOR,0.30,6.8900,"2024-04-05 00:00:00"
SPT24007593,1,"PULAU PINANG",7.00,12.6100,"2024-04-05 00:00:00"
SPT24007594,1,JOHOR,63.00,77.4900,"2024-04-05 00:00:00"
SPT24007595,1,"PULAU PINANG",2.00,6.1000,"2024-04-05 00:00:00"
SPT24007596,1,JOHOR,3.00,8.1600,"2024-04-05 00:00:00"
SPT24007597,1,SELANGOR,61.30,71.7600,"2024-04-05 00:00:00"
SPT24007598,1,"KUALA LUMPUR",84.30,98.5800,"2024-04-05 00:00:00"
SPT24007599,1,"NEGERI SEMBILAN",15.30,18.1300,"2024-04-05 00:00:00"
SPT24007600,1,PERAK,7.30,8.8000,"2024-04-05 00:00:00"
SPT24007601,1,"PULAU PINANG",13.40,15.7900,"2024-04-05 00:00:00"
SPT24007602,1,JOHOR,23.60,27.4500,"2024-04-05 00:00:00"
SPT24007603,1,MELAKA,9.30,11.1300,"2024-04-05 00:00:00"
SPT24007604,1,SELANGOR,14.40,16.9600,"2024-04-05 00:00:00"
SPT24007605,1,SELANGOR,10.00,11.1300,"2024-04-05 00:00:00"
SPT24007606,1,JOHOR,3.57,16.6400,"2024-04-05 00:00:00"
MYCQY00007145,5,SELANGOR,1.00,5.3000,"2024-04-05 00:00:00"
MYCQY00007146,5,PAHANG,1.00,5.3000,"2024-04-05 00:00:00"
SPT24007609,1,"KUALA LUMPUR",1.00,6.8900,"2024-04-05 00:00:00"
SPT24007610,1,"PULAU PINANG",2.00,6.1000,"2024-04-05 00:00:00"
JHB24000393,1,"Kuala Lumpur",1.34,10.2800,"2024-04-05 00:00:00"
SPT24007619,1,SELANGOR,12.00,13.4600,"2024-04-06 00:00:00"
SPT24007620,1,"KUALA LUMPUR",18.51,40.4900,"2024-04-06 00:00:00"
SPT24007621,1,"KUALA LUMPUR",18.00,10.1700,"2024-04-06 00:00:00"
SPT24007622,1,SELANGOR,13.00,8.4800,"2024-04-06 00:00:00"
SPT24007623,1,"KUALA LUMPUR",18.00,10.1700,"2024-04-06 00:00:00"
SPT24007624,1,"PULAU PINANG",18.00,10.1700,"2024-04-06 00:00:00"
SPT24007625,1,"KUALA LUMPUR",1.00,8.4800,"2024-04-06 00:00:00"
SPT24007627,1,JOHOR,1.00,8.4800,"2024-04-06 00:00:00"
JHB24000394,1,"KUALA LUMPUR",3.00,9.4300,"2024-04-06 00:00:00"
SPT24007628,1,KEDAH,3.12,9.4300,"2024-04-15 00:00:00"
JHB24000395,1,"PULAU PINANG",9.60,22.7900,"2024-04-08 00:00:00"
JHB24000396,1,SELANGOR,9.60,22.7900,"2024-04-08 00:00:00"
JHB24000397,1,SELANGOR,9.60,22.7900,"2024-04-08 00:00:00"
JHB24000398,1,"KUALA LUMPUR",31.00,55.9700,"2024-04-08 00:00:00"
SPT24007631,1,"KUALA LUMPUR",1.00,6.8900,"2024-04-08 00:00:00"
SPT24007633,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007634,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007635,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007636,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007638,1,JOHOR,3.00,8.1600,"2024-04-08 00:00:00"
SPT24007639,1,"PULAU PINANG",2.82,7.1400,"2024-04-15 00:00:00"
SPT24007641,1,JOHOR,27.00,40.8100,"2024-04-15 00:00:00"
SPT24007642,1,KEDAH,3.00,8.4800,"2024-04-08 00:00:00"
SPT24007643,1,JOHOR,1.76,10.2800,"2024-04-15 00:00:00"
JHB24000401,1,SELANGOR,9.60,22.7900,"2024-04-15 00:00:00"
MYCQY00007149,5,PERAK,11.02,18.3400,"2024-04-15 00:00:00"
SPT24007652,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007653,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007654,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007655,1,"KUALA LUMPUR",11.52,19.6100,"2024-04-15 00:00:00"
JHB24000402,1,JOHOR,1.00,6.8900,"2024-04-12 00:00:00"
SPT24007656,1,SELANGOR,4.85,16.1100,"2024-04-12 00:00:00"
SPT24007659,1,SELANGOR,147.00,109.0700,"2024-04-15 00:00:00"
SPT24007663,1,"NEGERI SEMBILAN",1.00,6.8900,"2024-04-15 00:00:00"
SPT24007664,1,JOHOR,1.00,6.8900,"2024-04-15 00:00:00"
SPT24007665,1,"PULAU PINANG",1.00,6.8900,"2024-04-15 00:00:00"
SPT24007666,1,SELANGOR,1.00,9.0100,"2024-04-12 00:00:00"
SPT24007667,1,KEDAH,1.00,9.0100,"2024-04-12 00:00:00"
SPT24007668,1,JOHOR,132.00,97.9400,"2024-04-15 00:00:00"
SPT24007669,1,KELANTAN,294.00,218.1500,"2024-04-15 00:00:00"
JHB24000403,1,KEDAH,1.00,9.0100,"2024-04-12 00:00:00"
SPT24007670,1,KEDAH,26.00,24.8000,"2024-04-15 00:00:00"
SPT24007671,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007672,1,KEDAH,2.00,6.1000,"2024-04-15 00:00:00"
SPT24007673,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007674,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007675,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007676,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007678,1,KEDAH,33.00,31.4800,"2024-04-15 00:00:00"
SPT24007679,1,SELANGOR,350.00,259.7000,"2024-04-15 00:00:00"
MYCQY00007150,5,TERENGGANU,1.00,6.8900,"2024-04-13 00:00:00"
SPT24007684,1,SELANGOR,3.00,8.1600,"2024-04-13 00:00:00"
MYCQY00007151,5,PERAK,1.44,10.2800,"2024-04-13 00:00:00"
SPT24007686,1,KELANTAN,210.00,155.8200,"2024-04-15 00:00:00"
SPT24007687,1,"PULAU PINANG",2.28,15.0500,"2024-04-13 00:00:00"
SPT24007688,1,MELAKA,1.00,6.8900,"2024-04-15 00:00:00"
SPT24007689,1,SELANGOR,8.02,15.7900,"2024-04-15 00:00:00"
MYCQY00007152,5,TERENGGANU,1.00,6.8900,"2024-04-15 00:00:00"
JHB24000404,1,SELANGOR,9.60,22.7900,"2024-04-15 00:00:00"
JHB24000405,1,"KUALA LUMPUR",9.60,22.7900,"2024-04-15 00:00:00"
AOR24000403,1,PERAK,5.60,6.3600,"2024-04-15 00:00:00"
AOR24000404,1,MELAKA,13.65,12.3000,"2024-04-15 00:00:00"
SPT24007695,1,"PULAU PINANG",82.40,79.1800,"2024-04-15 00:00:00"
SPT24007696,1,KEDAH,27.70,26.7100,"2024-04-15 00:00:00"
SPT24007697,1,JOHOR,76.20,57.1300,"2024-04-15 00:00:00"
SPT24007698,1,JOHOR,30.00,22.2600,"2024-04-15 00:00:00"
AOR24000405,1,PERLIS,8.55,8.5900,"2024-04-15 00:00:00"
AOR24000406,1,KEDAH,74.96,57.5600,"2024-04-15 00:00:00"
SBG24001386,1,MELAKA,14.00,23.4300,"2024-04-15 00:00:00"
300054441787,8,"SELANGOR .",58.80,56.2900,"2024-04-15 00:00:00"
SPT24007701,1,"KUALA LUMPUR",3.00,5.3000,"2024-04-15 00:00:00"
SPT24007702,1,PERLIS,18.00,17.1700,"2024-04-15 00:00:00"
SPT24007703,1,"KUALA LUMPUR",9.24,17.0700,"2024-04-15 00:00:00"
SPT24007704,1,"PULAU PINANG",26.00,34.7700,"2024-04-15 00:00:00"
JHB24000407,1,"KUALA LUMPUR",28.80,42.5100,"2024-04-15 00:00:00"
SPT24007705,1,SELANGOR,0.30,6.7800,"2024-04-15 00:00:00"
SPT24007706,1,SELANGOR,0.50,6.7800,"2024-04-15 00:00:00"
AOR24000407,1,JOHOR,10.05,10.0700,"2024-04-15 00:00:00"
AOR24000408,1,JOHOR,11.65,10.8100,"2024-04-15 00:00:00"
SPT24007708,1,MELAKA,120.00,89.0400,"2024-04-15 00:00:00"
SPT24007709,1,"KUALA LUMPUR",49.98,37.1000,"2024-04-16 00:00:00"
SPT24007710,1,KEDAH,38.00,36.2500,"2024-04-16 00:00:00"
SPT24007711,1,"PULAU PINANG",28.00,26.7100,"2024-04-16 00:00:00"
SPT24007712,1,JOHOR,75.00,63.6000,"2024-04-15 00:00:00"
SPT24007713,1,JOHOR,60.00,50.8800,"2024-04-15 00:00:00"
SPT24007714,1,MELAKA,26.00,24.8000,"2024-04-16 00:00:00"
SPT24007715,1,"PULAU PINANG",17.20,25.4400,"2024-04-15 00:00:00"
SPT24007716,1,SELANGOR,588.00,581.6200,"2024-04-15 00:00:00"
SPT24007717,1,KELANTAN,3.00,7.9500,"2024-04-15 00:00:00"
SPT24007718,1,SELANGOR,8.31,14.9500,"2024-04-15 00:00:00"
MYCQY00007153,5,PERAK,2.21,7.9500,"2024-04-15 00:00:00"
MYCQY00007154,5,SELANGOR,102.40,108.7600,"2024-04-15 00:00:00"
SPT24007719,1,"PULAU PINANG",25.60,34.7700,"2024-04-15 00:00:00"
SPT24007720,1,SELANGOR,0.99,6.7800,"2024-04-15 00:00:00"
SPT24007721,1,SELANGOR,1.10,6.7800,"2024-04-15 00:00:00"
SPT24007722,1,SELANGOR,8.76,14.9500,"2024-04-15 00:00:00"
SPT24007723,1,SELANGOR,10.67,17.2800,"2024-04-15 00:00:00"
SPT24007724,1,KELANTAN,0.66,6.7800,"2024-04-15 00:00:00"
SPT24007725,1,"NEGERI SEMBILAN",4.22,10.2800,"2024-04-15 00:00:00"
SPT24007726,1,PERLIS,4.50,10.2800,"2024-04-15 00:00:00"
SPT24007727,1,JOHOR,12.64,19.6100,"2024-04-15 00:00:00"
MYCQY00007155,5,JOHOR,1.63,6.7800,"2024-04-15 00:00:00"
XEN00001313,3,SARAWAK,35.49,499.6600,"2024-04-15 00:00:00"
SPT24007730,1,SELANGOR,172.80,167.7300,"2024-04-15 00:00:00"
JHB24000408,1,"PULAU PINANG",420.00,430.6800,"2024-04-15 00:00:00"
SPT24007731,1,SELANGOR,32.00,48.4400,"2024-04-15 00:00:00"
SPT24007732,1,SELANGOR,25.00,39.5400,"2024-04-15 00:00:00"
SPT24007742,1,KEDAH,21.20,30.1000,"2024-04-15 00:00:00"
SPT24007734,1,JOHOR,63.06,83.4200,"2024-04-15 00:00:00"
MYCQY00007156,5,PAHANG,98.40,105.2600,"2024-04-15 00:00:00"
JHB24000409,1,JOHOR,3.10,10.7100,"2024-04-15 00:00:00"
SPT24007736,1,"KUALA LUMPUR",4.45,10.2800,"2024-04-15 00:00:00"
SPT24007737,1,PERAK,1.00,6.8900,"2024-04-15 00:00:00"
SPT24007738,1,JOHOR,147.00,109.0700,"2024-04-15 00:00:00"
SPT24007739,1,"KUALA LUMPUR",19.40,27.7700,"2024-04-15 00:00:00"
SPT24007740,1,SELANGOR,1.70,6.7800,"2024-04-15 00:00:00"
SPT24007741,1,"KUALA LUMPUR",9.70,16.1100,"2024-04-15 00:00:00"
SPT24007743,1,SELANGOR,3.30,9.1200,"2024-04-15 00:00:00"
MYCQY00007157,5,JOHOR,10.16,21.7300,"2024-04-16 00:00:00"
SPT24007744,1,JOHOR,9.00,17.0700,"2024-04-16 00:00:00"
MYCQY00007158,5,PERAK,1.00,6.8900,"2024-04-15 00:00:00"
SPT24007746,1,SELANGOR,1.00,6.8900,"2024-04-15 00:00:00"
SPT24007747,1,SELANGOR,1.50,6.8900,"2024-04-15 00:00:00"
MYCQY00007159,5,PERAK,1.00,6.8900,"2024-04-15 00:00:00"
SPT24007749,1,"PULAU PINANG",1.00,6.8900,"2024-04-15 00:00:00"
SBG24001390,1,KEDAH,1.00,9.0100,"2024-04-16 00:00:00"
SPT24007750,1,JOHOR,101.00,117.5500,"2024-04-15 00:00:00"
SPT24007751,1,JOHOR,250.00,196.1000,"2024-04-15 00:00:00"
SPT24007752,1,"NEGERI SEMBILAN",14.00,13.3600,"2024-04-16 00:00:00"
SPT24007753,1,"NEGERI SEMBILAN",56.00,53.4200,"2024-04-16 00:00:00"
SPT24007754,1,MELAKA,35.00,33.3900,"2024-04-16 00:00:00"
SPT24007756,1,SELANGOR,1.82,6.7800,"2024-04-15 00:00:00"
SPT24007757,1,JOHOR,2.00,6.8900,"2024-04-15 00:00:00"
SPT24007758,1,KEDAH,3.80,9.1200,"2024-04-15 00:00:00"
SPT24007759,1,SELANGOR,3.10,9.1200,"2024-04-15 00:00:00"
SPT24007760,1,SELANGOR,73.60,81.4100,"2024-04-15 00:00:00"
SPT24007761,1,SELANGOR,35.00,33.3900,"2024-04-16 00:00:00"
SPT24007762,1,SELANGOR,3.00,12.9300,"2024-04-15 00:00:00"
SPT24007763,1,PAHANG,3.00,12.9300,"2024-04-15 00:00:00"
SPT24007764,1,"KUALA LUMPUR",3.00,12.9300,"2024-04-15 00:00:00"
SPT24007765,1,SELANGOR,33.70,46.7500,"2024-04-15 00:00:00"
SPT24007766,1,SELANGOR,2.00,5.3000,"2024-04-15 00:00:00"
SPT24007768,1,MELAKA,5.00,10.2800,"2024-04-15 00:00:00"
SPT24007770,1,"PULAU PINANG",4.00,9.1200,"2024-04-15 00:00:00"
SPT24007771,1,PERAK,28.00,26.7100,"2024-04-16 00:00:00"
SPT24007773,1,"KUALA LUMPUR",18.00,15.2600,"2024-04-16 00:00:00"
SPT24007775,1,JOHOR,600.00,572.6100,"2024-04-16 00:00:00"
SPT24007776,1,"NEGERI SEMBILAN",6.80,12.6100,"2024-04-15 00:00:00"
SPT24007778,1,SELANGOR,33.60,43.2500,"2024-04-15 00:00:00"
SPT24007780,1,"KUALA LUMPUR",114.00,118.0100,"2024-04-15 00:00:00"
SPT24007783,1,"KUALA LUMPUR",16.80,24.2700,"2024-04-15 00:00:00"
MYCQY00007161,5,KELANTAN,17.28,30.6300,"2024-04-15 00:00:00"
SPT24007785,1,PERAK,16.00,23.1100,"2024-04-15 00:00:00"
SPT24007786,1,"PULAU PINANG",4.00,9.1200,"2024-04-15 00:00:00"
SPT24007787,1,JOHOR,32.00,27.1400,"2024-04-16 00:00:00"
SPT24007794,1,PERAK,149.94,111.3000,"2024-04-17 00:00:00"
JHB24000410,1,SELANGOR,9.60,22.7900,"2024-04-16 00:00:00"
JHB24000411,1,"PULAU PINANG",9.60,22.7900,"2024-04-16 00:00:00"
JHB24000412,1,SELANGOR,31.00,55.9700,"2024-04-16 00:00:00"
JHB24000413,1,"NEGERI SEMBILAN",9.60,22.7900,"2024-04-17 00:00:00"
SPT24007798,1,SELANGOR,18.00,17.1700,"2024-04-16 00:00:00"
SPT24007799,1,JOHOR,1.20,6.7800,"2024-04-16 00:00:00"
MYCQY00007162,5,MELAKA,4.20,10.2800,"2024-04-16 00:00:00"
SPT24007801,1,MELAKA,4.35,10.2800,"2024-04-16 00:00:00"
